Time,PickupX,PickupY,DropoffX,DropoffY
156,945.44,931.083,1391.445,1149.71
156,1503.232,851.267,1557.389,1146.066
156,969.37,1215.733,1249.936,1000.357
158,1234.992,1316.277,971.686,1304.119
161,1592.925,1116.588,1071.844,1304.987
168,1385.8,1267.738,949.686,917.381
171,916.364,1282.247,1316.952,835.069
175,1633.864,1230.079,890.529,1130.373
181,1411.801,1392.502,968.212,1171.54
183,1154.592,849.817,1565.302,1026.566
184,1259.736,912.005,1304.092,880.814
186,925.877,1004.73,1079.747,1127.033
188,1394.954,1392.021,1258.926,854.622
189,949.686,917.381,1063.16,1215.54
192,856.838,1227.234,1439.289,1291.155
193,1348.466,1388.066,1063.16,1215.54
194,930.195,1287.715,1050.722,1119.112
195,1390.266,1195.855,1347.713,1190.211
195,1378.108,1391.54,1228.546,1271.119
199,1243.153,841.455,1333.645,1386.33
199,1348.466,1388.066,1513.804,880.325
207,1292.527,1006.055,1463.453,824.234
208,1333.529,1188.329,901.791,1097.993
208,1236.265,1301.803,1506.03,1007.27
209,1633.864,1230.079,1332.852,878.86
210,1274.36,1379.382,1496.274,1272.416
211,1381.954,1329.639,896.16,1114.183
212,903.476,1137.234,1051.27,859.573
212,1538.621,1001.687,1201.686,1367.014
215,1050.722,1119.112,1318.824,1384.593
215,1216.967,1225.092,1363.511,1015.551
215,1394.954,1392.021,1419.644,827.273
218,1402.476,1227.863,1377.185,1014.475
218,880.903,1158.047,1213.108,1209.75
218,1419.213,1188.908,1259.539,1377.645
223,1569.906,1041.57,1276.792,1180.803
225,1320.92,1009.853,992.23,865.147
225,916.423,1144.095,1068.949,1275.171
227,1331.712,833.821,1276.792,1180.803
227,876.09,1171.885,1346.472,832.573
229,1258.926,854.622,1050.722,1119.112
234,971.686,1304.119,1290.976,1182.684
235,1213.632,844.242,1131.16,1349.119
238,1470.062,1259.966,1404.534,1012.322
239,1074.739,1334.803,1363.511,1015.551
239,1404.534,1012.322,957.856,1298.651
240,874.873,1265.844,1492.659,822.208
240,1304.092,880.814,847.212,1254.908
242,1533.289,1370.674,1290.976,1182.684
243,1522.486,1284.867,1201.686,1367.014
243,1545.616,1311.989,1112.949,990.908
244,1215.792,1370.593,1602.72,1145.662
244,1292.527,1006.055,992.23,865.147
245,935.212,1087.592,1419.644,827.273
245,1430.167,1378.436,914.804,1050.974
246,1390.266,1195.855,1430.167,1378.436
247,861.651,1213.396,1439.289,1291.155
247,1304.002,1382.856,1244.718,1375.908
248,1456.956,1253.741,1497.945,836.738
249,1503.232,851.267,929.37,1150.956
249,1418.209,1011.246,968.212,1171.54
250,1434.728,1334.796,1274.36,1379.382
250,902.534,1276.78,1066.055,1245.356
251,1070.397,1290.079,1231.171,1359.698
252,1361.232,831.325,1597.529,1131.592
252,1349.314,1013.652,1289.181,1381.119
253,1477.108,1175.013,1152.31,1146.834
253,1621.698,1239.684,1463.453,824.234
253,1361.232,831.325,885.716,1144.21
253,936.949,958.487,1545.521,967.5
256,1290.976,1182.684,1392.231,1118.946
257,1436.248,1320.249,1477.108,1175.013
258,1522.486,1284.867,1181.335,1154.754
259,1388.684,1221.312,888.703,1271.312
259,1228.546,1271.119,1534.949,938.442
259,1173.476,1359.856,1442.33,1262.062
261,1633.864,1230.079,1258.926,854.622
262,935.212,1087.592,885.716,1144.21
264,1508.518,865.796,1210.36,1162.675
265,1529.663,923.913,866.464,1199.559
265,1095.551,855.392,1347.232,877.883
266,1021.844,1111.232,1289.181,1381.119
266,1382.915,1314.164,1456.956,1253.741
267,1001.13,1312.886,1390.86,1013.399
270,1259.939,869.183,1304.092,880.814
270,970.528,1259.926,1527.126,1400.017
271,1361.485,861.713,1430.059,1240.964
272,1257.913,840.061,1171.423,998.434
275,1244.718,1375.908,1448.85,825.247
277,1195.848,1158.715,1391.052,1165.091
278,1544.009,1150.89,1440.809,1276.609
279,1584.149,1136.417,1066.031,858.179
279,1430.059,1240.964,1278.33,1004.156
281,1187.581,1363.435,949.686,917.381
281,871.277,1185.722,1492.659,822.208
281,1187.126,998.819,861.651,1213.396
282,1258.521,940.265,1522.486,1284.867
283,936.949,958.487,1597.364,1258.895
285,1434.247,826.26,1431.688,1363.889
286,1503.232,851.267,1517.249,1160.54
289,1318.472,879.837,861.042,1260.376
291,933.258,973.901,1079.747,1127.033
291,1378.108,1391.54,1166.822,1150.794
294,1497.945,836.738,1497.945,836.738
295,1287.433,837.565,1419.213,1188.908
296,1050.722,1119.112,1383.877,1298.688
296,1574.51,1056.574,1613.101,1173.801
297,1051.27,859.573,964.09,1095.472
300,1440.809,1276.609,1056.941,1167.326
300,1007.406,1107.292,1527.126,1400.017
301,1131.16,1349.119,1478.056,823.221
301,1187.581,1363.435,1229.897,1374.172
302,964.09,1095.472,1333.645,1386.33
302,981.021,967.822,1390.266,1195.855
303,1233.718,1330.75,1290.976,1182.684
308,1287.433,837.565,1231.171,1359.698
310,1067.502,1260.263,1250.832,1173.719
310,1244.718,1375.908,1007.406,1107.292
311,1198.872,845.636,925.877,1004.73
311,1570.769,1141.241,1361.485,861.713
313,1229.897,1374.172,969.756,1230.464
313,1379.069,1376.065,1349.314,1013.652
316,1623.483,1201.94,1166.822,1150.794
320,1275.332,882.767,929.567,989.316
321,1173.476,1359.856,1517.249,1160.54
321,1187.581,1363.435,935.212,1087.592
324,1050.722,1119.112,1187.581,1363.435
324,1439.289,1291.155,1332.852,878.86
325,1260.952,883.744,1588.321,1101.585
325,1139.832,851.211,1305.16,1184.566
328,1545.616,1311.989,1236.265,1301.803
328,1361.897,1192.092,1519.09,894.854
329,1259.129,926.135,1274.36,1379.382
331,1137.797,1142.874,907.423,1081.803
331,1409.385,1093.215,1633.864,1230.079
333,1545.616,1311.989,1257.913,840.061
334,901.791,1097.993,1217.029,1195.378
338,1442.715,1393.987,966.331,964.71
339,1361.612,876.907,1542.534,1326.66
339,1051.27,859.573,1272.673,838.813
339,1068.949,1275.171,964.09,1095.472
340,1443.85,1247.515,1252.595,985.037
340,947.949,869.328,1361.358,846.519
341,1259.736,912.005,930.195,1287.715
343,1348.466,1388.066,1530.208,1385.345
344,1264.133,1002.256,890.529,1130.373
346,1434.728,1334.796,1252.595,985.037
347,1305.16,1184.566,1224.873,1166.635
351,1607.911,1159.731,1585.198,1268.501
351,1320.92,1009.853,1544.009,1150.89
351,1234.992,1316.277,1069.094,985.263
352,1287.433,837.565,1389.475,1208.584
354,1021.75,862.36,1127.568,992.789
355,1213.108,1209.75,1249.936,1000.357
356,1556.094,996.559,1098.331,989.026
356,1272.673,838.813,1391.445,1149.71
356,1361.612,876.907,1418.209,1011.246
356,1202.828,999.203,1490.488,1170.189
356,1579.114,1071.577,1527.126,1400.017
356,1529.663,923.913,1067.502,1260.263
357,1066.031,858.179,1074.739,1334.803
358,1506.03,1007.27,890.529,1130.373
358,1274.36,1379.382,1517.249,1160.54
360,1463.453,824.234,986.408,1308.502
361,1229.897,1374.172,1527.126,1400.017
363,911.113,1066.388,1250.832,1173.719
364,1436.248,1320.249,1215.792,1370.593
364,935.212,1087.592,1445.558,1009.094
364,1063.16,1215.54,1332.852,878.86
365,1597.364,1258.895,1548.698,1297.317
365,1069.094,985.263,1318.824,1384.593
366,1409.385,1093.215,1202.828,999.203
366,1218.531,999.588,1233.718,1330.75
366,1348.466,1388.066,1540.235,952.971
367,1496.274,1272.416,1021.844,1111.232
368,1289.181,1381.119,911.113,1066.388
368,1557.389,1146.066,1145.265,1352.698
368,1407.445,1060.858,1361.612,876.907
369,1361.358,846.519,1437.769,1305.702
370,1171.423,998.434,1431.688,1363.889
371,1259.129,926.135,1276.792,1180.803
371,1477.108,1175.013,1388.684,1221.312
372,941.195,944.785,1258.521,940.265
375,1231.171,1359.698,852.025,1241.071
375,1463.453,824.234,1229.897,1374.172
376,1544.009,1150.89,1513.058,1399.012
377,1391.838,1134.328,1063.16,1215.54
377,1228.393,842.849,947.949,869.328
377,1522.486,1284.867,1232.406,1286.461
378,1098.331,989.026,1236.265,1301.803
379,1361.485,861.713,1260.952,883.744
381,1585.198,1268.501,1490.488,1170.189
387,1202.828,999.203,1428.647,1392.983
389,1548.698,1297.317,1389.475,1208.584
389,1065.234,1123.073,1492.659,822.208
390,1574.51,1056.574,1217.029,1195.378
390,1382.915,1314.164,916.423,1144.095
391,1391.838,1134.328,861.651,1213.396
392,1228.393,842.849,1548.698,1297.317
393,1249.936,1000.357,949.686,917.381
395,1068.949,1275.171,986.408,1308.502
396,1402.476,1227.863,971.3,1289.388
399,1509.38,1278.641,966.331,964.71
399,1152.31,1146.834,1445.558,1009.094
399,1405.505,1028.501,1319.345,1186.448
399,1416.267,1234.414,1363.511,1015.551
399,935.212,1087.592,1391.445,1149.71
401,1169.352,848.423,1154.592,849.817
401,1585.198,1268.501,1060.017,1330.42
401,1540.235,952.971,1088.844,1338.382
401,1470.062,1259.966,1613.101,1173.801
403,914.804,1050.974,941.195,944.785
405,1448.161,1181.961,1050.722,1119.112
405,949.686,917.381,1094.26,1130.993
405,1348.466,1388.066,907.423,1081.803
406,1618.292,1187.87,1213.108,1209.75
407,1428.647,1392.983,1517.249,1160.54
412,1131.16,1349.119,861.651,1213.396
413,1152.31,1146.834,1430.167,1378.436
415,1306.724,1007.954,1050.722,1119.112
415,1257.913,954.396,1544.009,1150.89
416,1434.247,826.26,1278.33,1004.156
418,971.3,1289.388,1347.713,1190.211
418,1389.475,1208.584,1506.03,1007.27
419,901.791,1097.993,1428.647,1392.983
419,1490.912,1007.726,1477.108,1175.013
420,1534.949,938.442,1513.058,1399.012
421,1521.148,1006.815,1443.85,1247.515
423,1333.645,1386.33,1363.287,1389.803
423,1083.712,987.144,1443.85,1247.515
425,916.423,1144.095,986.408,1308.502
425,1316.952,835.069,1198.872,845.636
426,1305.16,1184.566,1142.186,994.671
428,1318.824,1384.593,1623.483,1201.94
428,1229.897,1374.172,1382.915,1314.164
429,1433.687,1185.434,1524.377,909.384
433,1318.472,879.837,1039.785,980.269
433,949.107,901.364,1259.129,926.135
433,1187.581,1363.435,1556.094,996.559
435,1198.872,845.636,1229.897,1374.172
437,1533.289,1370.674,847.212,1254.908
437,1400.808,1106.08,1154.592,849.817
439,1588.321,1101.585,1259.539,1377.645
440,995.712,970.934,970.528,1259.926
440,1533.289,1370.674,1539.453,1341.331
441,1408.415,1077.036,1431.688,1363.889
441,1231.171,1359.698,1437.769,1305.702
441,1348.466,1388.066,1430.167,1378.436
442,1237.853,1170.177,1112.949,990.908
443,1407.445,1060.858,1051.27,859.573
444,1304.092,880.814,1538.621,1001.687
444,1187.581,1363.435,1607.911,1159.731
445,1063.16,1215.54,1378.108,1391.54
445,968.598,1186.271,1548.698,1297.317
446,1387.723,1236.787,1618.292,1187.87
446,1260.952,883.744,1569.906,1041.57
447,1392.231,1118.946,1361.485,861.713
449,1007.406,1107.292,1380.992,1345.114
450,1316.952,835.069,1540.235,952.971
451,1390.438,829.299,1137.797,1142.874
451,1509.38,1278.641,1061.087,1199.468
452,1574.51,1056.574,1259.939,869.183
452,1260.952,883.744,1252.595,985.037
452,929.567,989.316,969.37,1215.733
453,1252.595,985.037,1258.926,854.622
453,1333.529,1188.329,1456.784,1394.992
453,1166.822,1150.794,1159.371,1356.277
453,1588.321,1101.585,1069.094,985.263
454,1036.283,1115.172,1228.546,1271.119
457,1442.33,1262.062,1258.521,940.265
460,1440.809,1276.609,1361.612,876.907
461,1583.718,1086.581,1419.213,1188.908
462,1418.209,1011.246,1276.792,1180.803
462,971.686,1304.119,1484.921,1397.002
463,847.212,1254.908,977.469,866.541
465,1319.345,1186.448,1224.873,1166.635
466,1390.659,1180.473,1530.629,1155.715
466,1095.551,855.392,1171.423,998.434
466,1139.832,851.211,1074.739,1334.803
467,1409.385,1093.215,1404.534,1012.322
468,918.495,1035.559,876.09,1171.885
469,1257.913,954.396,1402.476,1227.863
471,1051.27,859.573,1556.094,996.559
472,1388.684,1221.312,902.534,1276.78
473,1433.687,1185.434,1257.913,840.061
476,1378.108,1391.54,921.317,1084.697
477,1609.531,1249.29,1095.551,855.392
478,1187.126,998.819,1548.698,1297.317
480,969.37,1215.733,1418.209,1011.246
481,874.873,1265.844,1407.445,1060.858
482,1094.26,1130.993,1400.808,1106.08
482,1068.949,1275.171,1475.794,1008.182
483,1051.27,859.573,1074.739,1334.803
484,916.364,1282.247,1583.718,1086.581
487,914.804,1050.974,1440.809,1276.609
487,966.331,964.71,1272.673,838.813
489,1544.009,1150.89,1363.287,1389.803
489,949.651,1091.532,1201.686,1367.014
490,1419.213,1188.908,914.804,1050.974
490,1259.736,912.005,1318.824,1384.593
492,1428.647,1392.983,1036.283,1115.172
493,1071.844,1304.987,1391.052,1165.091
494,1550.808,982.03,1456.956,1253.741
497,1275.332,882.767,1198.872,845.636
499,1388.684,1221.312,1333.645,1386.33
499,1263.812,1177.261,1492.659,822.208
500,1131.16,1349.119,874.873,1265.844
500,1347.713,1190.211,1237.853,1170.177
501,1508.518,865.796,1249.936,1000.357
501,1054.476,983.381,1404.534,1012.322
501,1383.877,1298.688,861.651,1213.396
501,1409.385,1093.215,1530.208,1385.345
502,1347.232,877.883,1419.644,827.273
505,1320.92,1009.853,1529.663,923.913
505,955.265,1164.678,1260.952,883.744
505,907.423,1081.803,1380.031,1360.59
506,970.914,1274.657,1602.72,1145.662
507,1508.518,865.796,907.423,1081.803
507,1095.551,855.392,941.195,944.785
509,921.317,1084.697,1428.647,1392.983
509,1260.952,883.744,1490.488,1170.189
510,1419.644,827.273,1556.094,996.559
511,1066.031,858.179,1127.568,992.789
512,1430.059,1240.964,1378.108,1391.54
512,847.212,1254.908,1448.85,825.247
512,1378.108,1391.54,1231.171,1359.698
513,968.598,1186.271,1056.941,1167.326
513,947.949,869.328,1260.952,883.744
513,1623.483,1201.94,1443.85,1247.515
514,1383.877,1298.688,1430.059,1240.964
515,1166.822,1150.794,1059.014,1183.397
516,1544.009,1150.89,1492.659,822.208
516,1633.864,1230.079,1388.684,1221.312
516,1131.16,1349.119,1021.844,1111.232
517,1181.335,1154.754,1257.913,954.396
518,1400.808,1106.08,936.949,958.487
523,1152.31,1146.834,1534.949,938.442
524,1228.546,1271.119,1232.444,1345.224
525,1065.234,1123.073,1071.844,1304.987
526,1145.265,1352.698,1152.31,1146.834
527,1548.698,1297.317,929.37,1150.956
527,949.686,917.381,1050.722,1119.112
527,1213.632,844.242,1110.311,853.998
528,1095.551,855.392,1195.848,1158.715
529,995.712,970.934,1585.198,1268.501
529,1061.087,1199.468,1074.739,1334.803
530,947.949,869.328,1173.476,1359.856
530,942.318,1157.817,1539.453,1341.331
530,1439.289,1291.155,1220.827,1240.434
531,1079.747,1127.033,1015.851,1317.269
531,1045.295,1326.036,1224.873,1166.635
532,1565.302,1026.566,1503.232,851.267
532,1258.926,854.622,1335.117,1011.753
533,1071.844,1304.987,1071.844,1304.987
535,916.423,1144.095,1538.621,1001.687
536,1264.133,1002.256,1335.117,1011.753
537,962.709,867.935,1249.936,1000.357
537,1477.108,1175.013,876.09,1171.885
538,847.212,1254.908,968.984,1201.002
539,1050.722,1119.112,1159.371,1356.277
542,1513.804,880.325,1380.031,1360.59
544,1066.055,1245.356,1260.952,883.744
547,1258.926,854.622,1385.8,1267.738
548,1059.014,1183.397,1289.712,881.79
548,936.949,958.487,1443.85,1247.515
549,1202.828,999.203,1021.75,862.36
551,907.423,1081.803,901.791,1097.993
553,1125.071,852.604,978.528,1099.412
553,1492.659,822.208,1304.002,1382.856
553,1108.772,1134.953,856.838,1227.234
554,1319.345,1186.448,1378.108,1391.54
556,1289.181,1381.119,1560.698,1011.562
556,1513.804,880.325,1187.581,1363.435
560,1257.913,840.061,1187.126,998.819
561,907.423,1081.803,1304.002,1382.856
561,1533.289,1370.674,1036.51,860.966
562,1416.267,1234.414,1228.546,1271.119
566,1181.335,1154.754,1054.476,983.381
568,1347.713,1190.211,1378.108,1391.54
568,1069.094,985.263,1255.254,969.716
570,1442.33,1262.062,903.476,1137.234
571,1065.234,1123.073,1304.092,880.814
572,1083.712,987.144,1184.112,847.03
574,1633.864,1230.079,1478.056,823.221
575,1492.659,822.208,1234.992,1316.277
577,1542.534,1326.66,1229.897,1374.172
577,1573.031,1278.106,1431.883,1010.17
578,1445.558,1009.094,1304.092,880.814
578,1059.014,1183.397,1497.945,836.738
579,1069.094,985.263,1442.715,1393.987
581,1276.792,1180.803,1216.967,1225.092
583,1442.715,1393.987,1376.082,1193.974
584,1228.393,842.849,1079.747,1127.033
584,1289.181,1381.119,957.856,1298.651
585,1548.698,1297.317,1234.992,1316.277
586,1388.684,1221.312,1361.897,1192.092
586,1550.808,982.03,1386.761,1252.263
586,1063.16,1215.54,1220.951,1181.007
587,1443.85,1247.515,1391.838,1134.328
589,1348.466,1388.066,1509.38,1278.641
590,1506.03,1007.27,1169.352,848.423
592,1318.824,1384.593,1139.832,851.211
596,1521.148,1006.815,1443.85,1247.515
597,852.025,1241.071,1404.74,1192.382
599,1584.149,1136.417,1442.715,1393.987
599,1064.607,1230.448,1228.546,1271.119
600,1333.645,1386.33,1579.114,1071.577
600,1382.915,1314.164,1470.852,1395.997
600,1378.108,1391.54,896.16,1114.183
604,1386.761,1252.263,1263.812,1177.261
607,1257.913,954.396,1333.529,1188.329
609,1198.872,845.636,1201.686,1367.014
611,1066.055,1245.356,1536.371,1356.003
611,1102.949,1341.961,929.567,989.316
612,1508.518,865.796,1054.868,1151.255
616,1579.114,1071.577,1021.844,1111.232
619,1388.684,1221.312,1181.335,1154.754
619,1497.945,836.738,1074.739,1334.803
619,876.09,1171.885,1556.094,996.559
621,1439.289,1291.155,970.528,1259.926
622,1530.629,1155.715,1154.592,849.817
623,1257.913,954.396,1066.031,858.179
623,1063.16,1215.54,1538.621,1001.687
624,1400.808,1106.08,1633.864,1230.079
627,921.317,1084.697,1533.289,1370.674
629,1073.291,1319.895,1095.551,855.392
630,1001.13,1312.886,1391.052,1165.091
631,1346.472,832.573,1361.232,831.325
636,1530.629,1155.715,1067.502,1260.263
636,947.949,869.328,1460.676,1008.638
638,933.258,973.901,1569.906,1041.57
640,971.3,1289.388,1404.534,1012.322
640,1556.094,996.559,1318.472,879.837
644,907.423,1081.803,1597.529,1131.592
649,1597.364,1258.895,1108.772,1134.953
649,1470.062,1259.966,925.877,1004.73
650,1156.805,996.552,1025.094,977.158
651,1527.126,1400.017,1628.674,1216.009
652,902.534,1276.78,1127.568,992.789
654,866.464,1199.559,1378.108,1391.54
654,1456.956,1253.741,1064.607,1230.448
655,1224.873,1166.635,1224.873,1166.635
658,1276.792,1180.803,1045.295,1326.036
665,1443.85,1247.515,1383.877,1298.688
666,1556.094,996.559,1110.311,853.998
672,1250.832,1173.719,970.528,1259.926
672,1623.483,1201.94,852.025,1241.071
672,1534.949,938.442,1584.149,1136.417
674,1036.283,1115.172,1475.794,1008.182
679,1083.712,987.144,1556.094,996.559
683,1210.36,1162.675,1570.769,1141.241
683,1404.534,1012.322,1463.453,824.234
686,1278.33,1004.156,1517.249,1160.54
686,1137.797,1142.874,1346.472,832.573
686,1503.868,1165.364,1544.009,1150.89
688,1390.659,1180.473,1210.36,1162.675
689,1509.38,1278.641,1406.475,1044.679
692,1218.531,999.588,1071.844,1304.987
692,1583.718,1086.581,1419.644,827.273
693,1522.486,1284.867,1597.529,1131.592
695,1224.873,1166.635,890.529,1130.373
697,1073.291,1319.895,1535.592,1291.092
699,1202.828,999.203,1263.812,1177.261
700,1154.592,849.817,1550.808,982.03
700,936.949,958.487,1228.546,1271.119
705,1556.094,996.559,1390.266,1195.855
714,1633.864,1230.079,971.686,1304.119
724,1613.101,1173.801,916.364,1282.247
727,1220.827,1240.434,1319.345,1186.448
728,1475.794,1008.182,861.042,1260.376
729,930.195,1287.715,1607.911,1159.731
729,1257.913,954.396,971.686,1304.119
730,1218.531,999.588,1383.877,1298.688
731,1210.36,1162.675,1544.009,1150.89
732,1213.108,1209.75,1592.925,1116.588
732,1521.148,1006.815,1276.792,1180.803
735,1433.208,1349.342,1060.017,1330.42
737,1384.838,1283.213,1318.472,879.837
738,888.703,1271.312,1522.486,1284.867
738,1260.952,883.744,890.529,1130.373
744,951.64,961.598,1187.126,998.819
748,1361.612,876.907,1063.16,1215.54
759,1156.805,996.552,1217.029,1195.378
759,968.984,1201.002,1521.148,1006.815
760,948.528,885.346,1318.824,1384.593
764,907.423,1081.803,1548.698,1297.317
766,1475.794,1008.182,1333.529,1188.329
771,1565.302,1026.566,1386.761,1252.263
771,1430.059,1240.964,1015.851,1317.269
772,1220.827,1240.434,1166.822,1150.794
773,1404.534,1012.322,1073.291,1319.895
773,1363.287,1389.803,929.37,1150.956
774,947.949,869.328,896.16,1114.183
775,1527.126,1400.017,1383.877,1298.688
775,978.528,1099.412,1588.321,1101.585
778,1633.864,1230.079,942.318,1157.817
784,1492.659,822.208,1108.772,1134.953
785,1050.722,1119.112,1361.612,876.907
788,921.317,1084.697,1237.853,1170.177
789,866.464,1199.559,1509.38,1278.641
792,1159.371,1356.277,1524.377,909.384
792,1418.209,1011.246,1381.954,1329.639
794,1080.791,856.785,1404.534,1012.322
795,1529.663,923.913,1498.989,1398.007
796,1228.546,1271.119,1430.059,1240.964
797,871.277,1185.722,1218.531,999.588
800,1361.485,861.713,1066.031,858.179
800,1349.314,1013.652,1418.209,1011.246
800,1388.684,1221.312,1388.684,1221.312
802,1210.36,1162.675,1080.791,856.785
805,1405.041,828.286,1080.791,856.785
806,907.423,1081.803,1557.389,1146.066
806,1229.897,1374.172,890.529,1130.373
807,1405.505,1028.501,911.113,1066.388
809,1529.663,923.913,969.756,1230.464
810,936.949,958.487,1201.686,1367.014
811,1609.531,1249.29,1408.415,1077.036
812,1050.722,1119.112,1067.502,1260.263
815,907.423,1081.803,1361.232,831.325
818,1224.873,1166.635,1607.911,1159.731
819,1137.797,1142.874,1166.822,1150.794
820,970.914,1274.657,1010.403,974.046
829,1402.476,1227.863,1333.645,1386.33
830,1445.558,1009.094,1503.868,1165.364
832,1521.148,1006.815,1229.897,1374.172
833,1060.017,1330.42,1257.913,954.396
835,1060.017,1330.42,1059.014,1183.397
836,1437.769,1305.702,1418.209,1011.246
838,1302.192,836.317,1534.949,938.442
840,1535.592,1291.092,1066.031,858.179
842,1094.26,1130.993,1237.853,1170.177
844,1234.234,999.973,1556.094,996.559
845,936.949,958.487,1565.302,1026.566
846,969.37,1215.733,1431.883,1010.17
847,1080.791,856.785,930.195,1287.715
847,995.712,970.934,1361.897,1192.092
848,1386.761,1252.263,1036.283,1115.172
851,1169.352,848.423,1585.198,1268.501
854,1274.36,1379.382,1361.612,876.907
855,942.318,1157.817,1252.595,985.037
857,1633.864,1230.079,1460.676,1008.638
857,1079.747,1127.033,1305.16,1184.566
857,1628.674,1216.009,1195.848,1158.715
857,1159.371,1356.277,1169.352,848.423
864,1361.897,1192.092,1070.397,1290.079
869,1259.736,912.005,1390.266,1195.855
872,1181.335,1154.754,1404.534,1012.322
874,1428.647,1392.983,1391.445,1149.71
875,1069.094,985.263,1390.659,1180.473
876,1385.8,1267.738,1061.087,1199.468
876,1166.822,1150.794,1108.772,1134.953
877,880.903,1158.047,1066.031,858.179
878,1292.527,1006.055,1389.475,1208.584
880,935.212,1087.592,1152.31,1146.834
882,890.529,1130.373,1548.698,1297.317
884,1276.792,1180.803,1063.16,1215.54
888,1231.171,1359.698,1597.364,1258.895
888,1095.551,855.392,1517.249,1160.54
889,1542.534,1326.66,890.529,1130.373
891,1492.659,822.208,1535.592,1291.092
891,1385.8,1267.738,1249.936,1000.357
891,916.364,1282.247,1169.352,848.423
892,1618.292,1187.87,871.277,1185.722
894,1508.518,865.796,871.277,1185.722
894,1210.36,1162.675,1061.087,1199.468
895,1535.592,1291.092,1416.267,1234.414
896,1597.529,1131.592,1529.663,923.913
896,1187.581,1363.435,968.598,1186.271
896,922.186,1020.145,970.528,1259.926
899,1073.291,1319.895,1361.612,876.907
899,936.949,958.487,1213.632,844.242
900,1443.85,1247.515,885.716,1144.21
900,907.423,1081.803,1302.192,836.317
901,1378.108,1391.54,1224.686,1255.777
903,1392.231,1118.946,1074.739,1334.803
905,1445.558,1009.094,1477.108,1175.013
905,890.529,1130.373,929.567,989.316
906,1065.234,1123.073,874.873,1265.844
907,1530.629,1155.715,1496.274,1272.416
907,1391.445,1149.71,1437.769,1305.702
908,944.025,1293.183,1259.736,912.005
909,970.914,1274.657,1390.86,1013.399
909,1052.795,1135.184,1496.274,1272.416
911,1556.094,996.559,1380.992,1345.114
913,1522.486,1284.867,1125.071,852.604
914,1316.952,835.069,1484.921,1397.002
914,1054.868,1151.255,1063.16,1215.54
914,1159.371,1356.277,1597.529,1131.592
918,1050.722,1119.112,1477.108,1175.013
919,1054.868,1151.255,1236.265,1301.803
920,930.195,1287.715,1318.472,879.837
921,1442.33,1262.062,1569.906,1041.57
921,907.423,1081.803,1524.377,909.384
922,1007.406,1107.292,1171.423,998.434
922,1527.126,1400.017,1232.406,1286.461
922,1333.529,1188.329,1560.864,1287.712
925,968.212,1171.54,1442.33,1262.062
926,968.212,1171.54,1287.433,837.565
927,1117.055,1345.54,1052.795,1135.184
928,1036.283,1115.172,936.949,958.487
929,1621.698,1239.684,1232.406,1286.461
929,1304.002,1382.856,1378.108,1391.54
929,1592.925,1116.588,1316.952,835.069
930,969.756,1230.464,1530.208,1385.345
